User,H.char1,H.char2,H.char3,H.char4,H.char5,H.char6,H.char7,H.char8,H.char9,DD.char1.char2,UD.char1.char2,DD.char2.char3,UD.char2.char3,DD.char3.char4,UD.char3.char4,DD.char4.char5,UD.char4.char5,DD.char5.char6,UD.char5.char6,DD.char6.char7,UD.char6.char7,DD.char7.char8,UD.char7.char8,DD.char8.char9,UD.char8.char9
satvik,0.1284132267693734,0.115765764011358,0.0843061609047945,0.0923586482746893,0.105797888171485,0.0886825365059918,0.0912822394875184,0.1178971462280915,0.074910922024743,0.3178235122129679,0.1866807970893739,0.3476927447825789,0.2339109605175474,0.90790738623644,0.8321639057780784,0.4846041870924992,0.394677425662208,0.1842871453994821,0.0782278188174587,0.3508568734815117,0.2628365735441204,0.3156362961215696,0.2294698876832369,0.2551647198402202,0.134872881779132
satvik,0.1100574883802878,0.0898964340858601,0.0684264472059897,0.0893431104862906,0.0660461772278364,0.0691920847898161,0.0898909153143122,0.0619766047932838,0.072284118062031,0.2658062124435178,0.1539617325523146,0.3155167912644511,0.2251746805643076,0.8018775046534309,0.7319117122746811,0.4379745224753275,0.350022145990771,0.4848956523342247,0.4201258292388184,0.3207506203005777,0.2529239585590075,0.4372166787390364,0.347697020824787,0.1890780870356087,0.1248958684518799
satvik,0.1276715284441495,0.1164593316350132,0.0848423134168849,0.0930478513570795,0.1048083447166312,0.0889225348790703,0.0918190619709755,0.1175678477211076,0.0755071822045832,0.3156473886494467,0.1852761468015566,0.3490929693072451,0.2338269955819129,0.8988543012355877,0.8381116714447917,0.4848820736168879,0.3940422557635125,0.184236693408612,0.0784997629354369,0.3498037841925291,0.2612608144761502,0.3169773929725982,0.231441796280737,0.2552491450298262,0.1357114364671008
satvik,0.1279649770839689,0.1160305524324508,0.0847957498630878,0.0929226743872469,0.1049261235506337,0.089218032081726,0.0919743457596265,0.116671059834755,0.0757813669881918,0.3148884540049948,0.1837419118452408,0.3489073005397712,0.2323487480153622,0.9053948472053684,0.8335540974381741,0.4806948580149253,0.3954547626865321,0.1852537520352137,0.0784393774185732,0.3507722495141096,0.2623980472334081,0.3192624629948997,0.2323401296673374,0.2568931197753569,0.1360328800792473
satvik,0.1267031380872007,0.0836555446602296,0.0606742921801035,0.0900787226932687,0.0601522850830848,0.0903335954873123,0.0972056927774929,0.1464442461304226,0.1408535828361896,0.2495365262383495,0.1250915283849056,0.2701742395357911,0.1871602472718062,0.8962739674356524,0.8218346114541124,0.5257115939883714,0.4341607494476479,1.8456817580581284,1.764451243343356,0.4423101090790589,0.3524713019883284,0.3516954016825043,0.2536195437096057,0.1057914482395826,-0.0410228265178184
satvik,0.1294645897367804,0.1158170525173924,0.0849316906297695,0.0923669767327534,0.1059099444103009,0.0891230145726359,0.0901643983937818,0.1186073879417287,0.0760030614803674,0.3185611302199901,0.1881911833822721,0.3486832914079624,0.2332957701543884,0.9041911828108444,0.8167323785293802,0.4839329910986311,0.3887559400621784,0.1832566658326725,0.0789610978721295,0.347846759756439,0.2599185901849329,0.3206247165382046,0.2289271055250231,0.2533028501181004,0.1343282797996293
satvik,0.1002550952082935,0.0946860249321896,0.0848793535047147,0.0606986098237414,0.0615773024767576,0.08129632731175,0.0922137432753325,0.0974262514630309,0.0648276482093739,0.2412507109930155,0.1396784198463277,0.3019458392698187,0.2085763511183901,1.0432247419022165,0.9579859575837182,0.4186170307807885,0.3553030274284925,0.7547005968943742,0.6932342391452501,0.2907182634835796,0.2162231622314692,0.3986662569040896,0.3070543980030276,0.220813412512328,0.12134019398938
satvik,0.0588054884014182,0.0636860140555094,0.0661873214544589,0.0570393177705987,0.0589145348784194,0.0948194619998453,0.0672958865450144,0.1059174870131348,0.057777255608762,0.1938736368798853,0.1343612037049228,0.3455328128611666,0.2845098284622354,1.1311967832772514,1.077167283658612,0.4295809427222486,0.3724061683864987,0.5415022204389724,0.4754966312575996,0.4581205459468259,0.3633153474328167,0.4236291657791002,0.3567797930843139,0.2216283584031541,0.1179706507705401
satvik,0.1007473904908363,0.0945073863192371,0.0853071435473035,0.0613249367469753,0.0623933460985862,0.0804310742046918,0.0915074121758318,0.0973409115986099,0.0638582706136228,0.2412005501790396,0.138087887211893,0.2969860559240677,0.2067400989100787,1.0413485505563518,0.9514995353199012,0.413914725429003,0.3518744971312695,0.7642256267934884,0.7015964589037363,0.2927053798902476,0.2148068874413467,0.3983808773431231,0.305167515161321,0.2195711323999936,0.1209992287598355
satvik,0.1014544405734199,0.0950037181213031,0.0852716296795057,0.0612342465273877,0.061889067125174,0.0812220472879852,0.0914917825788014,0.0968933674707285,0.0642756852744648,0.2434003525409324,0.1371823108085249,0.2992704194609847,0.2061095959823859,1.0330057084487911,0.9553832589187408,0.4163453245020312,0.3535418348603703,0.7665566347731602,0.6967316815277774,0.293972874952654,0.214707858161352,0.3954819784095661,0.3042631009835752,0.2202602228943293,0.1220647016981341
satvik,0.0866561076755905,0.0877678374464241,0.0518845003531624,0.0826554981036738,0.0922174610992621,0.066292100569809,0.0889586977289856,0.0845077655101413,0.0721476784374443,0.2589873644648028,0.1701828465971508,0.2553251458495592,0.1684783095201489,0.565137570285477,0.5095164322008177,0.5179917516915425,0.429152834484667,0.5138842716055534,0.4191858789363082,0.2704956527524561,0.2045313930139592,0.3617165092356192,0.2732714323139442,0.2012964824379602,0.1152200707646823
satvik,0.0857344969995891,0.0875648209420837,0.0526520749212055,0.0820796160589389,0.0926355093164565,0.0656204070132486,0.0883714300577477,0.0839146838134472,0.0726855903656225,0.2557065065016195,0.1731110186692364,0.2536311959218727,0.1684379007665098,0.5636448149642163,0.5115128709845975,0.5152110442269612,0.4354311444816708,0.5116425803050906,0.4145893127302897,0.2705508403192783,0.2017566327484299,0.3613637115500007,0.2747002318784327,0.1981887953785155,0.1170344734164174
satvik,0.1005814479063193,0.0939036964857892,0.0857238468025864,0.0613937810003983,0.0615737126444864,0.079401048913908,0.090711033002865,0.0979557815816974,0.065443125952424,0.2418028454351131,0.1403318151112017,0.3014215116205796,0.2054146590113681,1.0281258353699438,0.95178746523419,0.4151507218979036,0.3572284241263964,0.7680410021588157,0.7094962468136724,0.2975945473323773,0.2145214014295585,0.3980081386008452,0.3056586663766363,0.2168713952176292,0.1200871809661252
satvik,0.1012520049506414,0.0937948827055727,0.0846109782511379,0.0604578227336013,0.0614757544680798,0.08070243518991,0.0917489865985913,0.0968498716075153,0.0653122575681242,0.2415642962799975,0.1395214407866608,0.3047465741966602,0.2087572208001322,1.033052963681686,0.9543539214697492,0.416838642801024,0.3559886101995296,0.7503241649400105,0.6895812837699405,0.293009959523317,0.2180110260994167,0.3980580488704813,0.3061334800167367,0.2186662070272787,0.1213258098738453
satvik,0.1295389760548777,0.114925057261307,0.0849760422444014,0.0914797869228382,0.105023060995077,0.0891627512218734,0.0906709231326498,0.1185120181716082,0.0765980555820379,0.3157641082033706,0.188006902273962,0.3454595890721925,0.233733110925137,0.8962384882747845,0.816503287177152,0.4828269443973649,0.390066452634897,0.1846789822176765,0.0784217067035474,0.345957176970662,0.2601583016230748,0.3210708076925064,0.2271458366925989,0.2522229897658671,0.1350817113944959
satvik,0.086832170686102,0.0881086492152901,0.0519792909476153,0.0817412399049562,0.0911863530174442,0.0664424733513615,0.088390861963934,0.0838804952940903,0.0725062191061473,0.2556840196584917,0.1701160791544538,0.2567546448943454,0.166760284736339,0.5573279529765037,0.5096360545763815,0.5108865950843391,0.4291719511793793,0.5135091916681223,0.4185512845338941,0.2675599877401117,0.2050879144141294,0.3646492756537638,0.2710395479276026,0.2005359009838965,0.1160116790474583
adityathelu,0.0841,0.0722,0.0737,0.0852,0.1129,0.0984,0.086,0.083,0.0921,0.2575,0.1734,1.4851,1.4129,1.0909,1.0172,0.1534,0.0683,1.6135,1.5006,0.3834,0.2849,0.3744,0.2883,0.1307,0.0477
adityathelu,0.0843,0.1402,0.0843,0.1232,0.1256,0.0964,0.0835,0.0629,0.1014,0.1016,0.0173,1.483,1.3428,2.2236,2.1393,0.0836,-0.0396,0.9139,0.7883,0.389,0.2926,0.3456,0.2621,0.1024,0.0395
adityathelu,0.085,0.093,0.0,0.0707,0.0871,0.061,0.0832,0.0836,0.1055,0.1688,0.0838,2.9758,2.8829,0.5315,0.0,0.3066,0.2359,0.2226,0.1355,0.398,0.337,0.6117,0.5285,0.0987,0.0152
adityathelu,0.0599,0.1132,0.0661,0.0711,0.1055,0.0679,0.0913,0.0897,0.0975,0.1406,0.0807,0.7573,0.6441,0.6407,0.5746,0.3158,0.2446,0.2462,0.1407,0.6152,0.5473,0.4153,0.324,0.1277,0.038
adityathelu,0.0981,0.1132,0.0811,0.0838,0.0971,0.0845,0.0808,0.1056,0.1056,0.2571,0.159,0.3832,0.2701,0.9239,0.8427,0.3445,0.2608,0.21,0.1128,0.2892,0.2047,0.266,0.1852,0.192,0.0864
adityathelu,0.0963,0.1035,0.1066,0.0942,0.0829,0.0999,0.086,0.0956,0.0906,0.2845,0.1882,0.9311,0.8277,1.2009,1.0943,0.2078,0.1136,0.2644,0.1815,0.5145,0.4145,0.3088,0.2228,0.1895,0.0939
adityathelu,0.0953,0.1357,0.149,0.0893,0.0774,0.0817,0.0633,0.0805,0.0868,0.1847,0.0894,0.319,0.1833,0.9831,0.8341,0.2602,0.1709,0.2686,0.1912,0.3255,0.2438,1.154,1.0907,0.1979,0.1174
adityathelu,0.0588,0.1346,0.1169,0.0784,0.0476,0.0979,0.0732,0.0921,0.0901,0.1563,0.0975,0.6203,0.4857,0.7703,0.6534,1.2251,1.1467,0.2291,0.1816,0.3814,0.2835,0.2821,0.2089,0.1951,0.103
adityathelu,0.0988486992466625,0.1141148669514661,0.0805174016679203,0.0838633070475223,0.0980708193030299,0.0842060825831031,0.0811638173428382,0.1050222355273583,0.1046913513070299,0.2595663771496652,0.1590315246748169,0.3845444500046788,0.2683198008880402,0.9262206641122088,0.8471000791766701,0.3439391131931254,0.2614340734757091,0.2081683362097741,0.1123856075928352,0.2892977970216566,0.2060070376674433,0.2640907305386209,0.1864483849783823,0.1916239855126189,0.0858124872785249
adityathelu,0.0589963237365322,0.1340724150425748,0.1173629101259582,0.0776698847179078,0.0476009858586984,0.0978862892501881,0.0734378489862707,0.0922981851851475,0.0897959675993299,0.1557294939122078,0.0967083226193212,0.6217686958693661,0.488542873887635,0.76611799899121,0.6550052919714705,1.2324828223532498,1.1388970000409475,0.2302901446846273,0.1817931078047636,0.384431077943477,0.2829887901542874,0.2843171563554637,0.2082350577915249,0.1934418321982012,0.1035886289485039
adityathelu,0.0946909253196183,0.1368441042179497,0.1494396746095536,0.0891131301819319,0.0770253205249399,0.0825026601859519,0.0637270136137974,0.0812334385626719,0.0863490853237732,0.1834899046370916,0.0897504675857017,0.3195469788355533,0.1817514508216949,0.9743779837966144,0.8352423401980086,0.260080823881254,0.1722599011195872,0.2683948381154997,0.1914309375586722,0.3234083018030544,0.2448216461537307,1.151695065877974,1.0968201697885926,0.1960298531614636,0.1169135498425073
adityathelu,0.0856376139013798,0.0928835796753438,0.0,0.0710234496908723,0.0877403544321112,0.0604120542367484,0.0824146656348378,0.0834928605100032,0.1048488782279401,0.1699851901358619,0.0840476710129905,2.988830950962275,2.910575666194302,0.5300611553397835,0.0,0.3061256493201005,0.237224136775581,0.2225351280844338,0.135462276726225,0.3994486072571665,0.3341140651802888,0.6151925156688672,0.5254998422817986,0.097958027784381,0.0150972408874005
adityathelu,0.097714286118374,0.1140585335621773,0.0814516233999289,0.0845162567547491,0.096838112744573,0.0837792820171612,0.0814256599958012,0.1062592875170406,0.1066051902484112,0.259115098696735,0.160579316717951,0.3836687192484142,0.2720237550296036,0.9174141286646946,0.8501092236594262,0.3442974365200004,0.2632232225772465,0.2093554883145779,0.1133332604829762,0.2885392039482756,0.2026917537590338,0.2669461995519878,0.1860944196824527,0.1915870019818674,0.0870070120854628
adityathelu,0.0833595368939328,0.0721847676422983,0.0740430141369635,0.0856399243151345,0.1124967955971602,0.0993722092516855,0.0856416085172136,0.0828496019675532,0.0914732422060684,0.2600541313680085,0.174047591262721,1.4814447700362676,1.400690925635628,1.0881398325439715,1.0112441978124016,0.152594672507792,0.06880582536063,1.6114429274139022,1.505990679692127,0.3820988878314611,0.2873481996541733,0.3741789113932985,0.2878600548267008,0.1308986101331644,0.0476265811589655
adityathelu,0.0848251096819248,0.1395858205776694,0.084004906009811,0.1221860288748944,0.1249296606298472,0.096930585722744,0.0828052511596323,0.06307561130215,0.1008650252572867,0.1012402394924786,0.0172912968261145,1.4772109954885095,1.3456769710772916,2.2019003864083557,2.153012393897679,0.083664956134903,-0.0397078122232936,0.9079860404858908,0.7924638060742649,0.3909500017798446,0.2943507312459388,0.3472393634645902,0.263101749766675,0.1032476668541059,0.0393741900464359
adityathelu,0.0996400955573444,0.1146315613331644,0.080119119619834,0.0831781176011005,0.0977273644916828,0.0838091272527429,0.0803706530006626,0.1049660112745781,0.1041748890700535,0.2582956458739225,0.1605576918932837,0.3820745135657111,0.2689741231101547,0.9279353609563576,0.8474057516472581,0.3415095187365912,0.2594449643830582,0.2090602025681805,0.1114041162739012,0.2868561115166962,0.2059077740608463,0.264438381842464,0.1856606284149893,0.1906963467604731,0.0863810599047971
adityathelu,0.0985688191065082,0.1137593081707402,0.0818908752389707,0.0844255183386329,0.0979029589216189,0.084591055226315,0.080907038176541,0.1060395312283161,0.1052165802975304,0.2571310700750914,0.1582853685789888,0.3847741245264828,0.2725127091539182,0.9236002642526004,0.8349765335060915,0.34337603975815,0.2628866904167363,0.2099497683560254,0.111802348154099,0.2914485388511015,0.2027465800232519,0.2682340979311785,0.1856502214455422,0.1904383435784335,0.0858073224537376
adityathelu,0.0586973555374535,0.1345647933259927,0.1174040964555973,0.0783600107024,0.0473354989421502,0.0975457845350609,0.0725726231520047,0.0921666026267661,0.0909373476177509,0.1547784303370837,0.0968745232995276,0.6173638207519602,0.4847590393769696,0.765241064739002,0.6469729633144431,1.2219290882173828,1.138503341162998,0.2279885918286148,0.1822355620922716,0.3850395929947616,0.2807165856027028,0.2830987852254373,0.2109539913862631,0.1949052006865997,0.1025668191003271
adityathelu,0.0840065765711788,0.1389388067041008,0.083574083292945,0.1242536809002407,0.1262041355647691,0.0969538352601271,0.0827411806250627,0.0626222372894336,0.101906971742057,0.101092210504443,0.0172609825968216,1.4967124965892915,1.337551472779053,2.2340701500889337,2.1479849330056933,0.0834631326750043,-0.0397319970406781,0.9169148118255932,0.7930705834239258,0.3911236019531585,0.2951341411222206,0.3465883390736024,0.2641182798737786,0.1024061440341685,0.0396836033636538
adityathelu,0.1000660362698527,0.114878013712618,0.0804368900850601,0.0827424163837344,0.0973386852239887,0.0832413607131467,0.0811714721376484,0.1042435085838428,0.1033635240154843,0.2566628891687151,0.16155913060304,0.3836073224578171,0.2666444808033453,0.9213249917272126,0.8557210463164974,0.3406468417632511,0.2619588124700132,0.2104174181821645,0.1111421940813037,0.2887902164918347,0.2058681412970278,0.2645552393992015,0.1862454912173398,0.1902136679201745,0.0860209249873166
adityathelu,0.0998950312031464,0.1150736457755239,0.0795678315860417,0.0834338877617202,0.0981041339841007,0.0832509609171747,0.0802626360985272,0.1054938846859696,0.1034272579903747,0.2562147553643372,0.1609516696479389,0.3801992111915943,0.270676286881389,0.923854587489765,0.841110916447556,0.3408538416564238,0.2607625529471617,0.2088798903509631,0.1103669406958529,0.2888928873779406,0.2078859127083413,0.2625050336022265,0.1843630811081151,0.1898066117551859,0.086560278812911
adityathelu,0.0850521443131354,0.1401417384788298,0.0844718384541643,0.1238184401679994,0.1255231151853011,0.0972406694080132,0.0832796236503578,0.0626440919851095,0.1012272084151881,0.1024291979559098,0.0173362594268345,1.4910077317281925,1.3406942242345228,2.232474858145257,2.120294660137153,0.0828304757564969,-0.0395485102880518,0.9119000895596904,0.7856577490063612,0.3870435072565161,0.2941395142898226,0.3447592125962049,0.2627539933193779,0.1029813199234214,0.0392496634197832
adityathelu,0.059060658632221,0.1335994843255085,0.1171290445828924,0.0785676844224673,0.0478071182423139,0.0978442189596934,0.0727433872598182,0.0915564289305352,0.0903748998170843,0.1551379677244232,0.0959735310525362,0.6229624506428765,0.4843884763733529,0.7717100843672124,0.6462367750373963,1.2202291992385388,1.1444773428804875,0.228425798222893,0.1812232454700684,0.3862806541340183,0.2832055427518035,0.2803484689597023,0.2118131715128205,0.1950153532798543,0.1032027892922805
adityathelu,0.0586594396873761,0.1328252633848531,0.1171076920488019,0.0780542041954193,0.0479213068223687,0.0986217418429667,0.0732718862633072,0.0931725284629034,0.0889753848676096,0.1564555185178376,0.0958745308606976,0.6173879002072522,0.4920334671770127,0.7594900113275312,0.6587007199893559,1.2278576978906872,1.1498799535702884,0.2316529726924461,0.1833612901492661,0.3877068272303121,0.285787343551158,0.283157965541418,0.2095504381520081,0.1950103535874163,0.1042931615151446
adityathelu,0.0997554219696237,0.1143591404321505,0.0805924423151655,0.0840680510763587,0.0989748601158316,0.0838498062310835,0.0803583096970014,0.1057320009958761,0.1042358167749382,0.2586377762498125,0.1576745880708963,0.3810897057364915,0.2658745910626948,0.9344012039188466,0.8451711406140405,0.3428724723319342,0.2604307692801796,0.2088162067775159,0.1130378865276267,0.2898433790043832,0.2063074878048205,0.2632818310544865,0.1851330371077431,0.1905962169999935,0.0854610063075208
adityathelu,0.096375450458842,0.1024957374562928,0.1062771540674484,0.0948660072663138,0.082973562822293,0.1000006296604113,0.0853395380604515,0.0963178299491577,0.090504874971693,0.2841218837791025,0.189203104608039,0.9392066332701108,0.8296677796246835,1.204055122365618,1.0964130173309865,0.2077123122287689,0.1125083665066785,0.2640804474026881,0.181853386040542,0.513788648941337,0.4163125131045578,0.3075572429173188,0.2238005538574467,0.1878469020733152,0.0934898256714652
adityathelu,0.098194653298789,0.1127040691143978,0.0821540611320153,0.084638577980037,0.097097245005361,0.0840223057111896,0.0805688211810213,0.1056355742820987,0.1055650966742294,0.2581166420610366,0.1582335415411244,0.3840118854589818,0.2722203589190463,0.9273804789001716,0.8397868638432576,0.3433210814531445,0.2613979392965712,0.2101363472942198,0.1111016069178611,0.2923996169445727,0.2038567825083293,0.2690799544387304,0.1866818840404708,0.191901949718882,0.0858901258372509
adityathelu,0.0849540005793515,0.1387711180975716,0.0840017820887844,0.1212677483862894,0.1248449660050702,0.0977794302003282,0.0825300301520121,0.0629806375648078,0.1006398724713297,0.1016859063168803,0.0171704464417438,1.4770530748053363,1.333476156921498,2.1945642477121727,2.134600108306804,0.0837047127948942,-0.0400421935859418,0.9007464065967902,0.7972545017131689,0.3873920983192076,0.2948782137752562,0.3457082807216577,0.2646201903856375,0.1036602449946321,0.0397063523251378
adityathelu,0.0864776717377342,0.0932350028437859,0.0,0.0704945221973428,0.0874372437235609,0.0602209866647771,0.0823684780594562,0.0828422656825109,0.104439093234032,0.1687127453302856,0.0834912562943247,2.984587116919146,2.927566478609997,0.5285129525205206,0.0,0.3079651067150574,0.2392408324514771,0.2215532935908716,0.1354894907029021,0.4017401542991616,0.3310680039300688,0.6133043419394685,0.5279426214070968,0.0986168088733846,0.015125775795661
adityathelu,0.1006822252320707,0.1143258112909254,0.0793853289974218,0.0826260978466354,0.0978319953735819,0.0829074344573723,0.0809732514753996,0.1058423312951604,0.1038122190966455,0.2548926565876991,0.1618280658145322,0.3766066647477156,0.268465225079269,0.9314916414434384,0.8440279614930627,0.3422107837224121,0.262069387165906,0.2084137028575234,0.1107989787730415,0.2880112288254971,0.2062855260904347,0.2617792644683924,0.1828168409191272,0.1910131965935127,0.0873599518010398
hemanth,0.1029,0.0939,0.0877,0.0876,0.0528,0.0808,0.1093,0.0826,0.1204,0.2906,0.1877,1.183,1.0891,1.4172,1.3294,0.1352,0.0476,1.9643,1.9115,0.5867,0.5059,0.6132,0.504,0.2017,0.1192
hemanth,0.0843,0.1402,0.0843,0.1232,0.1256,0.0964,0.0835,0.0629,0.1014,0.1016,0.0173,1.483,1.3428,2.2236,2.1393,0.0836,-0.0396,0.9139,0.7883,0.389,0.2926,0.3456,0.7883,0.389,0.2926
hemanth,0.085,0.093,0.0,0.0707,0.0871,0.061,0.0832,0.0836,0.1055,0.1688,0.0838,2.9758,2.8829,0.5315,0.0,0.3066,0.2359,0.2226,0.1355,0.398,0.337,0.6117,0.1355,0.398,0.337
hemanth,0.0599,0.1132,0.0661,0.0711,0.1055,0.0679,0.0913,0.0897,0.0975,0.1406,0.0807,0.7573,0.6441,0.6407,0.5746,0.3158,0.2446,0.2462,0.1407,0.6152,0.5473,0.4153,0.1407,0.6152,0.5473
hemanth,0.0981,0.1132,0.0811,0.0838,0.0971,0.0845,0.0808,0.1056,0.1056,0.2571,0.159,0.3832,0.2701,0.9239,0.8427,0.3445,0.2608,0.21,0.1128,0.2892,0.2047,0.266,0.1128,0.2892,0.2047
hemanth,0.0963,0.1035,0.1066,0.0942,0.0829,0.0999,0.086,0.0956,0.0906,0.2845,0.1882,0.9311,0.8277,1.2009,1.0943,0.2078,0.1136,0.2644,0.1815,0.5145,0.4145,0.3088,0.1815,0.5145,0.4145
hemanth,0.0818,0.0837,0.0669,0.0553,0.0662,0.0666,0.097,0.0604,0.0431,0.2488,0.167,0.3125,0.2288,1.1383,1.0714,0.6264,0.5712,0.443,0.3768,0.2876,0.221,0.4216,0.3768,0.2876,0.221
hemanth,0.1029,0.0939,0.0877,0.0876,0.0528,0.0808,0.1093,0.0826,0.1204,0.2906,0.1877,1.183,1.0891,1.4172,1.3294,0.1352,0.0476,1.9643,1.9115,0.5867,0.5059,0.6132,0.266,0.1128,0.2892
hemanth,0.0823347871277973,0.0832005580136055,0.066510146902214,0.0547923340126217,0.0665587760396198,0.0659675571923172,0.0975086759994088,0.0608423098866591,0.0432278812308038,0.2464558462421066,0.1682674529403997,0.3116355588677987,0.2291063271499284,1.1339672214588667,1.070453559432622,0.6255430860443789,0.5769063797623731,0.4412166618191639,0.3778926150817435,0.2850183073538112,0.222208509741719,0.4211441112993606,0.3796597506071669,0.2874192558913633,0.2193049920363369
hemanth,0.0856836829781834,0.0929281820239572,0.0,0.0709582068380092,0.0868952139008318,0.060590182347871,0.0829254345862104,0.0842138540562593,0.1059857617989292,0.1686911282704206,0.0832872993092034,2.9791328388913865,2.87504935641241,0.529580850116043,0.0,0.3054276160491998,0.2341721214503883,0.223267075205643,0.1359602279081948,0.3944128171726982,0.339387305005139,0.6100595562321249,0.1365174303266953,0.3992509019214451,0.3385354317067415
